E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA
,,,,,,0.342,-0.054,0.342,-0.044,,,,,,,,,,,,,,,,
,,,,,,0.342,-0.055,0.342,-0.041,,,,,,,,,,,,,,,,
,,,,,,0.341,-0.061,0.341,-0.043,,,,,,,,,,,,,,,,
,,,,,,0.341,-0.024,0.341,-0.028,,,,,,,,,,,,,,,,
,,,,,,0.341,-0.055,0.341,-0.051,,,,,,,,,,,,,,,,
,,,,,,0.341,-0.055,0.341,-0.051,,,,,,,,,,,,,,,,
,,,,,,0.34,-0.046,0.34,-0.046,,,,,,,,,,,,,,,,
,,,,,,0.34,-0.044,0.34,-0.052,,,,,,,,,,,,,,,,
,,,,,,0.34,-0.029,0.34,-0.051,,,,,,,,,,,,,,,,
,,,,,,0.34,-0.052,0.34,-0.054,,,,,,,,,,,,,,,,
,,,,,,0.339,-0.044,0.339,-0.057,,,,,,,,,,,,,,,,
,,,,,,0.339,-0.058,0.339,-0.058,,,,,,,,,,,,,,,,
,,,,,,0.339,-0.061,0.339,-0.057,,,,,,,,,,,,,,,,
,,,,,,0.339,-0.055,0.339,-0.052,,,,,,,,,,,,,,,,
,,,,,,0.338,-0.052,0.338,-0.058,,,,,,,,,,,,,,,,
,,,,,,0.338,-0.052,0.338,-0.054,,,,,,,,,,,,,,,,
,,,,,,0.338,-0.055,0.338,-0.064,,,,,,,,,,,,,,,,
,,,,,,0.338,-0.054,0.338,-0.058,,,,,,,,,,,,,,,,
,,,,,,0.337,-0.061,0.337,-0.058,,,,,,,,,,,,,,,,
,,,,,,0.337,-0.066,0.337,-0.058,,,,,,,,,,,,,,,,
,,,,,,0.337,-0.057,0.337,-0.066,,,,,,,,,,,,,,,,
,,,,,,0.337,-0.064,0.337,-0.063,,,,,,,,,,,,,,,,
,,,,,,0.336,-0.067,0.336,-0.07,,,,,,,,,,,,,,,,
,,,,,,0.336,-0.06,0.336,-0.07,,,,,,,,,,,,,,,,
,,,,,,0.336,-0.066,0.336,-0.067,,,,,,,,,,,,,,,,
,,,,,,0.336,-0.07,0.336,-0.066,,,,,,,,,,,,,,,,
,,,,,,0.335,-0.067,0.335,-0.066,,,,,,,,,,,,,,,,
,,,,,,0.335,-0.074,0.335,-0.07,,,,,,,,,,,,,,,,
,,,,,,0.335,-0.08,0.335,-0.064,,,,,,,,,,,,,,,,
,,,,,,0.335,-0.074,0.335,-0.069,,,,,,,,,,,,,,,,
,,,,,,0.334,-0.074,0.334,-0.078,,,,,,,,,,,,,,,,
,,,,,,0.334,-0.078,0.334,-0.077,,,,,,,,,,,,,,,,
,,,,,,0.334,-0.08,0.334,-0.083,,,,,,,,,,,,,,,,
,,,,,,0.334,-0.078,0.334,-0.078,,,,,,,,,,,,,,,,
,,,,,,0.333,-0.083,0.333,-0.069,,,,,,,,,,,,,,,,
,,,,,,0.333,-0.083,0.333,-0.081,,,,,,,,,,,,,,,,
,,,,,,0.333,-0.083,0.333,-0.078,,,,,,,,,,,,,,,,
,,,,,,0.333,-0.077,0.333,-0.083,,,,,,,,,,,,,,,,
,,,,,,0.332,-0.083,0.332,-0.08,,,,,,,,,,,,,,,,
,,,,,,0.332,-0.086,0.332,-0.084,,,,,,,,,,,,,,,,
,,,,,,0.332,-0.092,0.332,-0.083,,,,,,,,,,,,,,,,
,,,,,,0.332,-0.093,0.332,-0.081,,,,,,,,,,,,,,,,
,,,,,,0.331,-0.093,0.331,-0.087,,,,,,,,,,,,,,,,
,,,,,,0.331,-0.074,0.331,-0.077,,,,,,,,,,,,,,,,
,,,,,,0.331,-0.092,0.331,-0.092,,,,,,,,,,,,,,,,
,,,,,,0.331,-0.1,0.331,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.33,-0.103,0.33,-0.089,,,,,,,,,,,,,,,,
,,,,,,0.33,-0.095,0.33,-0.087,,,,,,,,,,,,,,,,
,,,,,,0.33,-0.1,0.33,-0.093,,,,,,,,,,,,,,,,
,,,,,,0.33,-0.104,0.33,-0.093,,,,,,,,,,,,,,,,
,,,,,,0.329,-0.092,0.329,-0.1,,,,,,,,,,,,,,,,
,,,,,,0.329,-0.098,0.329,-0.093,,,,,,,,,,,,,,,,
,,,,,,0.329,-0.104,0.329,-0.101,,,,,,,,,,,,,,,,
,,,,,,0.329,-0.109,0.329,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.328,-0.103,0.328,-0.103,,,,,,,,,,,,,,,,
,,,,,,0.328,-0.112,0.328,-0.106,,,,,,,,,,,,,,,,
,,,,,,0.328,-0.106,0.328,-0.103,,,,,,,,,,,,,,,,
,,,,,,0.328,-0.116,0.328,-0.097,,,,,,,,,,,,,,,,
,,,,,,0.327,-0.124,0.327,-0.107,,,,,,,,,,,,,,,,
,,,,,,0.327,-0.126,0.327,-0.104,,,,,,,,,,,,,,,,
,,,,,,0.327,-0.124,0.327,-0.107,,,,,,,,,,,,,,,,
,,,,,,0.327,-0.124,0.327,-0.107,,,,,,,,,,,,,,,,
,,,,,,0.326,-0.126,0.326,-0.113,,,,,,,,,,,,,,,,
,,,,,,0.326,-0.127,0.326,-0.112,,,,,,,,,,,,,,,,
,,,,,,0.326,-0.127,0.326,-0.121,,,,,,,,,,,,,,,,
,,,,,,0.326,-0.132,0.326,-0.12,,,,,,,,,,,,,,,,
,,,,,,0.325,-0.136,0.325,-0.123,,,,,,,,,,,,,,,,
,,,,,,0.325,-0.138,0.325,-0.118,,,,,,,,,,,,,,,,
,,,,,,0.325,-0.146,0.325,-0.12,,,,,,,,,,,,,,,,
,,,,,,0.325,-0.152,0.325,-0.126,,,,,,,,,,,,,,,,
,,,,,,0.324,-0.144,0.324,-0.12,,,,,,,,,,,,,,,,
,,,,,,0.324,-0.136,0.324,-0.11,,,,,,,,,,,,,,,,
,,,,,,0.324,-0.147,0.324,-0.116,,,,,,,,,,,,,,,,
,,,,,,0.324,-0.156,0.324,-0.121,,,,,,,,,,,,,,,,
,,,,,,0.323,-0.158,0.323,-0.127,,,,,,,,,,,,,,,,
,,,,,,0.323,-0.153,0.323,-0.129,,,,,,,,,,,,,,,,
,,,,,,0.323,-0.153,0.323,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.323,-0.158,0.323,-0.136,,,,,,,,,,,,,,,,
,,,,,,0.322,-0.159,0.322,-0.127,,,,,,,,,,,,,,,,
,,,,,,0.322,-0.156,0.322,-0.138,,,,,,,,,,,,,,,,
,,,,,,0.322,-0.158,0.322,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.322,-0.162,0.322,-0.126,,,,,,,,,,,,,,,,
,,,,,,0.321,-0.169,0.321,-0.133,,,,,,,,,,,,,,,,
,,,,,,0.321,-0.15,0.321,-0.107,,,,,,,,,,,,,,,,
,,,,,,0.321,-0.166,0.321,-0.123,,,,,,,,,,,,,,,,
,,,,,,0.321,-0.166,0.321,-0.139,,,,,,,,,,,,,,,,
,,,,,,0.32,-0.149,0.32,-0.133,,,,,,,,,,,,,,,,
,,,,,,0.32,-0.161,0.32,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.32,-0.159,0.32,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.32,-0.166,0.32,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.319,-0.167,0.319,-0.133,,,,,,,,,,,,,,,,
,,,,,,0.319,-0.169,0.319,-0.127,,,,,,,,,,,,,,,,
,,,,,,0.319,-0.17,0.319,-0.126,,,,,,,,,,,,,,,,
,,,,,,0.319,-0.162,0.319,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.318,-0.169,0.318,-0.126,,,,,,,,,,,,,,,,
,,,,,,0.318,-0.162,0.318,-0.12,,,,,,,,,,,,,,,,
,,,,,,0.318,-0.173,0.318,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.318,-0.167,0.318,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.317,-0.141,0.317,-0.129,,,,,,,,,,,,,,,,
,,,,,,0.317,-0.164,0.317,-0.127,,,,,,,,,,,,,,,,
,,,,,,0.317,-0.167,0.317,-0.13,,,,,,,,,,,,,,,,
,,,,,,0.317,-0.159,0.317,-0.123,,,,,,,,,,,,,,,,
,,,,,,0.316,-0.161,0.316,-0.106,,,,,,,,,,,,,,,,
,,,,,,0.316,-0.162,0.316,-0.121,,,,,,,,,,,,,,,,
,,,,,,0.316,-0.156,0.316,-0.129,,,,,,,,,,,,,,,,
,,,,,,0.316,-0.155,0.316,-0.116,,,,,,,,,,,,,,,,
,,,,,,0.315,-0.162,0.315,-0.116,,,,,,,,,,,,,,,,
,,,,,,0.315,-0.166,0.315,-0.124,,,,,,,,,,,,,,,,
,,,,,,0.315,-0.147,0.315,-0.115,,,,,,,,,,,,,,,,
,,,,,,0.315,-0.152,0.315,-0.11,,,,,,,,,,,,,,,,
,,,,,,0.314,-0.141,0.314,-0.107,,,,,,,,,,,,,,,,
,,,,,,0.314,-0.144,0.314,-0.127,,,,,,,,,,,,,,,,
,,,,,,0.314,-0.138,0.314,-0.116,,,,,,,,,,,,,,,,
,,,,,,0.314,-0.141,0.314,-0.107,,,,,,,,,,,,,,,,
,,,,,,0.313,-0.136,0.313,-0.115,,,,,,,,,,,,,,,,
,,,,,,0.313,-0.133,0.313,-0.109,,,,,,,,,,,,,,,,
,,,,,,0.313,-0.139,0.313,-0.104,,,,,,,,,,,,,,,,
,,,,,,0.313,-0.136,0.313,-0.103,,,,,,,,,,,,,,,,
,,,,,,0.312,-0.126,0.312,-0.101,,,,,,,,,,,,,,,,
,,,,,,0.312,-0.124,0.312,-0.115,,,,,,,,,,,,,,,,
,,,,,,0.312,-0.126,0.312,-0.092,,,,,,,,,,,,,,,,
,,,,,,0.311,-0.132,0.311,-0.106,,,,,,,,,,,,,,,,
,,,,,,0.311,-0.141,0.311,-0.107,,,,,,,,,,,,,,,,
,,,,,,0.311,-0.116,0.311,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.311,-0.123,0.311,-0.106,,,,,,,,,,,,,,,,
,,,,,,0.31,-0.12,0.31,-0.104,,,,,,,,,,,,,,,,
,,,,,,0.31,-0.11,0.31,-0.106,,,,,,,,,,,,,,,,
,,,,,,0.31,-0.112,0.31,-0.097,,,,,,,,,,,,,,,,
,,,,,,0.31,-0.121,0.31,-0.092,,,,,,,,,,,,,,,,
,,,,,,0.309,-0.116,0.309,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.309,-0.109,0.309,-0.097,,,,,,,,,,,,,,,,
,,,,,,0.309,-0.109,0.309,-0.097,,,,,,,,,,,,,,,,
,,,,,,0.309,-0.113,0.309,-0.103,,,,,,,,,,,,,,,,
,,,,,,0.308,-0.1,0.308,-0.101,,,,,,,,,,,,,,,,
,,,,,,0.308,-0.112,0.308,-0.097,,,,,,,,,,,,,,,,
,,,,,,0.308,-0.109,0.308,-0.101,,,,,,,,,,,,,,,,
,,,,,,0.308,-0.107,0.308,-0.098,,,,,,,,,,,,,,,,
,,,,,,0.307,-0.11,0.307,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.307,-0.106,0.307,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.307,-0.107,0.307,-0.093,,,,,,,,,,,,,,,,
,,,,,,0.307,-0.107,0.307,-0.098,,,,,,,,,,,,,,,,
,,,,,,0.306,-0.106,0.306,-0.098,,,,,,,,,,,,,,,,
,,,,,,0.306,-0.107,0.306,-0.092,,,,,,,,,,,,,,,,
,,,,,,0.306,-0.106,0.306,-0.1,,,,,,,,,,,,,,,,
,,,,,,0.306,-0.106,0.306,-0.1,,,,,,,,,,,,,,,,
,,,,,,0.305,-0.093,0.305,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.305,-0.097,0.305,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.305,-0.101,0.305,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.305,-0.104,0.305,-0.101,,,,,,,,,,,,,,,,
,,,,,,0.304,-0.097,0.304,-0.084,,,,,,,,,,,,,,,,
,,,,,,0.304,-0.097,0.304,-0.093,,,,,,,,,,,,,,,,
,,,,,,0.304,-0.093,0.304,-0.109,,,,,,,,,,,,,,,,
,,,,,,0.304,-0.087,0.304,-0.097,,,,,,,,,,,,,,,,
,,,,,,0.303,-0.104,0.303,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.303,-0.104,0.303,-0.097,,,,,,,,,,,,,,,,
,,,,,,0.303,-0.101,0.303,-0.101,,,,,,,,,,,,,,,,
,,,,,,0.303,-0.095,0.303,-0.101,,,,,,,,,,,,,,,,
,,,,,,0.302,-0.101,0.302,-0.089,,,,,,,,,,,,,,,,
,,,,,,0.302,-0.1,0.302,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.302,-0.095,0.302,-0.104,,,,,,,,,,,,,,,,
,,,,,,0.302,-0.106,0.302,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.301,-0.101,0.301,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.301,-0.109,0.301,-0.109,,,,,,,,,,,,,,,,
,,,,,,0.301,-0.093,0.301,-0.093,,,,,,,,,,,,,,,,
,,,,,,0.301,-0.101,0.301,-0.1,,,,,,,,,,,,,,,,
,,,,,,0.3,-0.11,0.3,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.3,-0.107,0.3,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.3,-0.101,0.3,-0.11,,,,,,,,,,,,,,,,
,,,,,,0.3,-0.103,0.3,-0.089,,,,,,,,,,,,,,,,
,,,,,,0.299,-0.107,0.299,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.299,-0.107,0.299,-0.101,,,,,,,,,,,,,,,,
,,,,,,0.299,-0.107,0.299,-0.115,,,,,,,,,,,,,,,,
,,,,,,0.299,-0.103,0.299,-0.109,,,,,,,,,,,,,,,,
,,,,,,0.298,-0.107,0.298,-0.101,,,,,,,,,,,,,,,,
,,,,,,0.298,-0.101,0.298,-0.1,,,,,,,,,,,,,,,,
,,,,,,0.298,-0.109,0.298,-0.104,,,,,,,,,,,,,,,,
,,,,,,0.298,-0.109,0.298,-0.103,,,,,,,,,,,,,,,,
,,,,,,0.297,-0.107,0.297,-0.101,,,,,,,,,,,,,,,,
,,,,,,0.297,-0.11,0.297,-0.098,,,,,,,,,,,,,,,,
,,,,,,0.297,-0.107,0.297,-0.115,,,,,,,,,,,,,,,,
,,,,,,0.297,-0.115,0.297,-0.109,,,,,,,,,,,,,,,,
,,,,,,0.296,-0.11,0.296,-0.116,,,,,,,,,,,,,,,,
,,,,,,0.296,-0.112,0.296,-0.113,,,,,,,,,,,,,,,,
,,,,,,0.296,-0.104,0.296,-0.113,,,,,,,,,,,,,,,,
,,,,,,0.296,-0.109,0.296,-0.112,,,,,,,,,,,,,,,,
,,,,,,0.295,-0.112,0.295,-0.103,,,,,,,,,,,,,,,,
,,,,,,0.295,-0.113,0.295,-0.12,,,,,,,,,,,,,,,,
,,,,,,0.295,-0.104,0.295,-0.118,,,,,,,,,,,,,,,,
,,,,,,0.295,-0.11,0.295,-0.11,,,,,,,,,,,,,,,,
,,,,,,0.294,-0.118,0.294,-0.12,,,,,,,,,,,,,,,,
,,,,,,0.294,-0.115,0.294,-0.113,,,,,,,,,,,,,,,,
,,,,,,0.294,-0.123,0.294,-0.115,,,,,,,,,,,,,,,,
,,,,,,0.294,-0.121,0.294,-0.116,,,,,,,,,,,,,,,,
,,,,,,0.293,-0.113,0.293,-0.113,,,,,,,,,,,,,,,,
,,,,,,0.293,-0.118,0.293,-0.115,,,,,,,,,,,,,,,,
,,,,,,0.293,-0.109,0.293,-0.121,,,,,,,,,,,,,,,,
,,,,,,0.293,-0.127,0.293,-0.135,,,,,,,,,,,,,,,,
,,,,,,0.292,-0.121,0.292,-0.121,,,,,,,,,,,,,,,,
,,,,,,0.292,-0.118,0.292,-0.11,,,,,,,,,,,,,,,,
,,,,,,0.292,-0.118,0.292,-0.127,,,,,,,,,,,,,,,,
,,,,,,0.292,-0.12,0.292,-0.12,,,,,,,,,,,,,,,,
,,,,,,0.291,-0.123,0.291,-0.115,,,,,,,,,,,,,,,,
,,,,,,0.291,-0.129,0.291,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.291,-0.112,0.291,-0.115,,,,,,,,,,,,,,,,
,,,,,,0.291,-0.124,0.291,-0.124,,,,,,,,,,,,,,,,
,,,,,,0.29,-0.12,0.29,-0.12,,,,,,,,,,,,,,,,
,,,,,,0.29,-0.132,0.29,-0.129,,,,,,,,,,,,,,,,
,,,,,,0.29,-0.129,0.29,-0.115,,,,,,,,,,,,,,,,
,,,,,,0.29,-0.121,0.29,-0.127,,,,,,,,,,,,,,,,
,,,,,,0.289,-0.129,0.289,-0.112,,,,,,,,,,,,,,,,
,,,,,,0.289,-0.124,0.289,-0.136,,,,,,,,,,,,,,,,
,,,,,,0.289,-0.129,0.289,-0.133,,,,,,,,,,,,,,,,
,,,,,,0.289,-0.126,0.289,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.288,-0.132,0.288,-0.133,,,,,,,,,,,,,,,,
,,,,,,0.288,-0.136,0.288,-0.133,,,,,,,,,,,,,,,,
,,,,,,0.288,-0.129,0.288,-0.136,,,,,,,,,,,,,,,,
,,,,,,0.288,-0.132,0.288,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.287,-0.132,0.287,-0.121,,,,,,,,,,,,,,,,
,,,,,,0.287,-0.126,0.287,-0.126,,,,,,,,,,,,,,,,
,,,,,,0.287,-0.129,0.287,-0.133,,,,,,,,,,,,,,,,
,,,,,,0.287,-0.138,0.287,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.286,-0.141,0.286,-0.141,,,,,,,,,,,,,,,,
,,,,,,0.286,-0.143,0.286,-0.127,,,,,,,,,,,,,,,,
,,,,,,0.286,-0.133,0.286,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.286,-0.127,0.286,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.285,-0.141,0.285,-0.126,,,,,,,,,,,,,,,,
,,,,,,0.285,-0.127,0.285,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.285,-0.133,0.285,-0.138,,,,,,,,,,,,,,,,
,,,,,,0.285,-0.141,0.285,-0.138,,,,,,,,,,,,,,,,
,,,,,,0.284,-0.143,0.284,-0.136,,,,,,,,,,,,,,,,
,,,,,,0.284,-0.12,0.284,-0.143,,,,,,,,,,,,,,,,
,,,,,,0.284,-0.132,0.284,-0.139,,,,,,,,,,,,,,,,
,,,,,,0.284,-0.141,0.284,-0.139,,,,,,,,,,,,,,,,
,,,,,,0.283,-0.132,0.283,-0.136,,,,,,,,,,,,,,,,
,,,,,,0.283,-0.136,0.283,-0.144,,,,,,,,,,,,,,,,
,,,,,,0.283,-0.141,0.283,-0.141,,,,,,,,,,,,,,,,
,,,,,,0.283,-0.136,0.283,-0.143,,,,,,,,,,,,,,,,
,,,,,,0.282,-0.139,0.282,-0.136,,,,,,,,,,,,,,,,
,,,,,,0.282,-0.129,0.282,-0.144,,,,,,,,,,,,,,,,
,,,,,,0.282,-0.133,0.282,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.282,-0.13,0.282,-0.133,,,,,,,,,,,,,,,,
,,,,,,0.281,-0.139,0.281,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.281,-0.136,0.281,-0.141,,,,,,,,,,,,,,,,
,,,,,,0.281,-0.121,0.281,-0.136,,,,,,,,,,,,,,,,
,,,,,,0.281,-0.144,0.281,-0.126,,,,,,,,,,,,,,,,
,,,,,,0.281,-0.139,0.281,-0.141,,,,,,,,,,,,,,,,
,,,,,,0.28,-0.141,0.28,-0.138,,,,,,,,,,,,,,,,
,,,,,,0.28,-0.132,0.28,-0.146,,,,,,,,,,,,,,,,
,,,,,,0.28,-0.126,0.28,-0.141,,,,,,,,,,,,,,,,
,,,,,,0.28,-0.136,0.28,-0.139,,,,,,,,,,,,,,,,
,,,,,,0.279,-0.132,0.279,-0.136,,,,,,,,,,,,,,,,
,,,,,,0.279,-0.141,0.279,-0.139,,,,,,,,,,,,,,,,
,,,,,,0.279,-0.139,0.279,-0.139,,,,,,,,,,,,,,,,
,,,,,,0.279,-0.141,0.279,-0.143,,,,,,,,,,,,,,,,
,,,,,,0.278,-0.139,0.278,-0.139,,,,,,,,,,,,,,,,
,,,,,,0.278,-0.135,0.278,-0.135,,,,,,,,,,,,,,,,
,,,,,,0.278,-0.132,0.278,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.278,-0.136,0.278,-0.135,,,,,,,,,,,,,,,,
,,,,,,0.277,-0.13,0.277,-0.136,,,,,,,,,,,,,,,,
,,,,,,0.277,-0.135,0.277,-0.143,,,,,,,,,,,,,,,,
,,,,,,0.277,-0.129,0.277,-0.139,,,,,,,,,,,,,,,,
,,,,,,0.277,-0.139,0.277,-0.138,,,,,,,,,,,,,,,,
,,,,,,0.276,-0.121,0.276,-0.146,,,,,,,,,,,,,,,,
,,,,,,0.276,-0.135,0.276,-0.149,,,,,,,,,,,,,,,,
,,,,,,0.276,-0.132,0.276,-0.144,,,,,,,,,,,,,,,,
,,,,,,0.276,-0.141,0.276,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.275,-0.133,0.275,-0.135,,,,,,,,,,,,,,,,
,,,,,,0.275,-0.138,0.275,-0.135,,,,,,,,,,,,,,,,
,,,,,,0.275,-0.136,0.275,-0.138,,,,,,,,,,,,,,,,
,,,,,,0.275,-0.13,0.275,-0.126,,,,,,,,,,,,,,,,
,,,,,,0.274,-0.126,0.274,-0.138,,,,,,,,,,,,,,,,
,,,,,,0.274,-0.123,0.274,-0.138,,,,,,,,,,,,,,,,
,,,,,,0.274,-0.127,0.274,-0.127,,,,,,,,,,,,,,,,
,,,,,,0.274,-0.129,0.274,-0.139,,,,,,,,,,,,,,,,
,,,,,,0.273,-0.135,0.273,-0.135,,,,,,,,,,,,,,,,
,,,,,,0.273,-0.124,0.273,-0.136,,,,,,,,,,,,,,,,
,,,,,,0.273,-0.124,0.273,-0.107,,,,,,,,,,,,,,,,
,,,,,,0.273,-0.132,0.273,-0.138,,,,,,,,,,,,,,,,
,,,,,,0.272,-0.123,0.272,-0.127,,,,,,,,,,,,,,,,
,,,,,,0.272,-0.123,0.272,-0.138,,,,,,,,,,,,,,,,
,,,,,,0.272,-0.126,0.272,-0.136,,,,,,,,,,,,,,,,
,,,,,,0.272,-0.126,0.272,-0.127,,,,,,,,,,,,,,,,
,,,,,,0.271,-0.126,0.271,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.271,-0.12,0.271,-0.12,,,,,,,,,,,,,,,,
,,,,,,0.271,-0.124,0.271,-0.126,,,,,,,,,,,,,,,,
,,,,,,0.271,-0.123,0.271,-0.121,,,,,,,,,,,,,,,,
,,,,,,0.27,-0.116,0.27,-0.132,,,,,,,,,,,,,,,,
,,,,,,0.27,-0.116,0.27,-0.124,,,,,,,,,,,,,,,,
,,,,,,0.27,-0.123,0.27,-0.126,,,,,,,,,,,,,,,,
,,,,,,0.27,-0.116,0.27,-0.123,,,,,,,,,,,,,,,,
,,,,,,0.269,-0.113,0.269,-0.109,,,,,,,,,,,,,,,,
,,,,,,0.269,-0.118,0.269,-0.129,,,,,,,,,,,,,,,,
,,,,,,0.269,-0.107,0.269,-0.12,,,,,,,,,,,,,,,,
,,,,,,0.269,-0.118,0.269,-0.112,,,,,,,,,,,,,,,,
,,,,,,0.268,-0.126,0.268,-0.121,,,,,,,,,,,,,,,,
,,,,,,0.268,-0.112,0.268,-0.12,,,,,,,,,,,,,,,,
,,,,,,0.268,-0.115,0.268,-0.118,,,,,,,,,,,,,,,,
,,,,,,0.268,-0.12,0.268,-0.113,,,,,,,,,,,,,,,,
,,,,,,0.267,-0.112,0.267,-0.118,,,,,,,,,,,,,,,,
,,,,,,0.267,-0.11,0.267,-0.116,,,,,,,,,,,,,,,,
,,,,,,0.267,-0.115,0.267,-0.118,,,,,,,,,,,,,,,,
,,,,,,0.267,-0.107,0.267,-0.116,,,,,,,,,,,,,,,,
,,,,,,0.266,-0.107,0.266,-0.109,,,,,,,,,,,,,,,,
,,,,,,0.266,-0.109,0.266,-0.115,,,,,,,,,,,,,,,,
,,,,,,0.266,-0.11,0.266,-0.11,,,,,,,,,,,,,,,,
,,,,,,0.266,-0.11,0.266,-0.116,,,,,,,,,,,,,,,,
,,,,,,0.265,-0.107,0.265,-0.11,,,,,,,,,,,,,,,,
,,,,,,0.265,-0.107,0.265,-0.115,,,,,,,,,,,,,,,,
,,,,,,0.265,-0.133,0.265,-0.112,,,,,,,,,,,,,,,,
,,,,,,0.265,-0.11,0.265,-0.107,,,,,,,,,,,,,,,,
,,,,,,0.264,-0.098,0.264,-0.106,,,,,,,,,,,,,,,,
,,,,,,0.264,-0.101,0.264,-0.12,,,,,,,,,,,,,,,,
,,,,,,0.264,-0.097,0.264,-0.107,,,,,,,,,,,,,,,,
,,,,,,0.264,-0.095,0.264,-0.104,,,,,,,,,,,,,,,,
,,,,,,0.263,-0.112,0.263,-0.107,,,,,,,,,,,,,,,,
,,,,,,0.263,-0.106,0.263,-0.118,,,,,,,,,,,,,,,,
,,,,,,0.263,-0.109,0.263,-0.107,,,,,,,,,,,,,,,,
,,,,,,0.263,-0.101,0.263,-0.101,,,,,,,,,,,,,,,,
,,,,,,0.262,-0.106,0.262,-0.106,,,,,,,,,,,,,,,,
,,,,,,0.262,-0.097,0.262,-0.109,,,,,,,,,,,,,,,,
,,,,,,0.262,-0.104,0.262,-0.109,,,,,,,,,,,,,,,,
,,,,,,0.262,-0.103,0.262,-0.109,,,,,,,,,,,,,,,,
,,,,,,0.261,-0.107,0.261,-0.112,,,,,,,,,,,,,,,,
,,,,,,0.261,-0.092,0.261,-0.103,,,,,,,,,,,,,,,,
,,,,,,0.261,-0.103,0.261,-0.106,,,,,,,,,,,,,,,,
,,,,,,0.261,-0.106,0.261,-0.106,,,,,,,,,,,,,,,,
,,,,,,0.26,-0.103,0.26,-0.109,,,,,,,,,,,,,,,,
,,,,,,0.26,-0.103,0.26,-0.107,,,,,,,,,,,,,,,,
,,,,,,0.26,-0.103,0.26,-0.095,,,,,,,,,,,,,,,,
,,,,,,0.26,-0.095,0.26,-0.109,,,,,,,,,,,,,,,,
,,,,,,0.259,-0.092,0.259,-0.098,,,,,,,,,,,,,,,,
,,,,,,0.259,-0.109,0.259,-0.107,,,,,,,,,,,,,,,,
,,,,,,0.259,-0.098,0.259,-0.115,,,,,,,,,,,,,,,,
,,,,,,0.259,-0.095,0.259,-0.103,,,,,,,,,,,,,,,,
,,,,,,0.258,-0.095,0.258,-0.097,,,,,,,,,,,,,,,,
,,,,,,0.258,-0.098,0.258,-0.101,,,,,,,,,,,,,,,,
,,,,,,0.258,-0.104,0.258,-0.106,,,,,,,,,,,,,,,,
,,,,,,0.258,-0.115,0.258,-0.101,,,,,,,,,,,,,,,,
,,,,,,0.257,-0.097,0.257,-0.101,,,,,,,,,,,,,,,,
,,,,,,0.257,-0.097,0.257,-0.104,,,,,,,,,,,,,,,,
,,,,,,0.257,-0.1,0.257,-0.098,,,,,,,,,,,,,,,,
,,,,,,0.257,-0.098,0.257,-0.103,,,,,,,,,,,,,,,,
,,,,,,0.256,-0.095,0.256,-0.101,,,,,,,,,,,,,,,,
,,,,,,0.256,-0.103,0.256,-0.103,,,,,,,,,,,,,,,,
,,,,,,0.256,-0.1,0.256,-0.093,,,,,,,,,,,,,,,,
,,,,,,0.256,-0.097,0.256,-0.093,,,,,,,,,,,,,,,,
,,,,,,0.255,-0.106,0.255,-0.09,,,,,,,,,,,,,,,,
