E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA
0.067,-0.291,0.067,-0.279,0.087,0.489,0.087,0.48,0.154,1.199,0.154,1.203,0.154,1.646,0.154,1.641,0.288,0.546,0.288,0.537,0.288,1.207,0.288,1.186
0.066,-0.279,0.066,-0.282,0.087,0.482,0.087,0.466,0.155,1.221,0.155,1.213,0.155,1.664,0.155,1.655,0.29,0.534,0.29,0.523,0.29,1.175,0.29,1.158
0.066,-0.282,0.066,-0.29,0.088,0.479,0.088,0.472,0.156,1.207,0.156,1.196,0.156,1.647,0.156,1.644,0.292,0.514,0.292,0.512,0.292,1.135,0.292,1.11
0.066,-0.274,0.066,-0.284,0.088,0.483,0.088,0.468,0.157,1.21,0.157,1.201,0.157,1.644,0.157,1.643,0.294,0.505,0.294,0.499,0.294,1.1,0.294,1.078
0.066,-0.287,0.066,-0.284,0.089,0.485,0.089,0.479,0.158,1.207,0.158,1.195,0.158,1.641,0.158,1.633,0.296,0.497,0.296,0.488,0.296,1.066,0.296,1.046
0.065,-0.281,0.065,-0.281,0.089,0.476,0.089,0.492,0.159,1.21,0.159,1.207,0.159,1.637,0.159,1.633,0.298,0.486,0.298,0.477,0.298,1.04,0.298,1.022
0.065,-0.301,0.065,-0.302,0.09,0.486,0.09,0.48,0.16,1.203,0.16,1.203,0.16,1.64,0.16,1.624,0.3,0.477,0.3,0.471,0.3,1.011,0.3,0.992
0.065,-0.281,0.065,-0.284,0.09,0.476,0.09,0.476,0.161,1.21,0.161,1.204,0.161,1.633,0.161,1.627,0.302,0.472,0.302,0.465,0.302,0.988,0.302,0.977
0.065,-0.281,0.065,-0.281,0.091,0.489,0.091,0.485,0.162,1.207,0.162,1.203,0.162,1.629,0.162,1.62,0.304,0.463,0.304,0.457,0.304,0.96,0.304,0.946
0.064,-0.279,0.064,-0.281,0.091,0.492,0.091,0.479,0.163,1.224,0.163,1.222,0.163,1.649,0.163,1.633,0.306,0.459,0.306,0.457,0.306,0.951,0.306,0.936
0.064,-0.29,0.064,-0.29,0.092,0.48,0.092,0.479,0.164,1.222,0.164,1.209,0.164,1.623,0.164,1.621,0.308,0.456,0.308,0.448,0.308,0.928,0.308,0.913
0.064,-0.279,0.064,-0.276,0.092,0.482,0.092,0.472,0.165,1.215,0.165,1.21,0.165,1.609,0.165,1.615,0.31,0.456,0.31,0.448,0.31,0.91,0.31,0.896
0.064,-0.294,0.064,-0.291,0.093,0.479,0.093,0.476,0.166,1.213,0.166,1.203,0.166,1.604,0.166,1.607,0.312,0.451,0.312,0.446,0.312,0.9,0.312,0.88
0.063,-0.281,0.063,-0.281,0.093,0.477,0.093,0.468,0.167,1.226,0.167,1.213,0.167,1.612,0.167,1.606,0.314,0.456,0.314,0.443,0.314,0.887,0.314,0.877
0.063,-0.32,0.063,-0.29,0.094,0.48,0.094,0.472,0.168,1.221,0.168,1.215,0.168,1.598,0.168,1.601,0.316,0.454,0.316,0.448,0.316,0.879,0.316,0.86
0.063,-0.279,0.063,-0.281,0.095,0.477,0.095,0.472,0.169,1.23,0.169,1.229,0.169,1.604,0.169,1.592,0.318,0.456,0.318,0.448,0.318,0.868,0.318,0.854
0.063,-0.29,0.063,-0.279,0.095,0.48,0.095,0.476,0.17,1.236,0.17,1.229,0.17,1.594,0.17,1.591,0.32,0.462,0.32,0.454,0.32,0.867,0.32,0.851
0.062,-0.293,0.062,-0.282,0.096,0.482,0.096,0.472,0.171,1.235,0.171,1.235,0.171,1.603,0.171,1.601,0.322,0.471,0.322,0.465,0.322,0.868,0.322,0.85
0.062,-0.296,0.062,-0.294,0.096,0.482,0.096,0.48,0.172,1.239,0.172,1.233,0.172,1.594,0.172,1.597,0.324,0.476,0.324,0.466,0.324,0.867,0.324,0.845
0.062,-0.285,0.062,-0.279,0.097,0.471,0.097,0.463,0.173,1.244,0.173,1.238,0.173,1.598,0.173,1.592,0.326,0.485,0.326,0.474,0.326,0.874,0.326,0.857
0.061,-0.287,0.061,-0.285,0.097,0.48,0.097,0.482,0.174,1.25,0.174,1.239,0.174,1.583,0.174,1.594,0.328,0.497,0.328,0.485,0.328,0.877,0.328,0.859
0.061,-0.281,0.061,-0.274,0.098,0.477,0.098,0.474,0.175,1.264,0.175,1.252,0.175,1.595,0.175,1.592,0.33,0.511,0.33,0.5,0.33,0.88,0.33,0.86
0.061,-0.284,0.061,-0.284,0.098,0.488,0.098,0.482,0.176,1.264,0.176,1.247,0.176,1.584,0.176,1.581,0.332,0.52,0.332,0.506,0.332,0.894,0.332,0.874
0.061,-0.293,0.061,-0.282,0.099,0.479,0.099,0.479,0.177,1.276,0.177,1.262,0.177,1.586,0.177,1.584,0.334,0.525,0.334,0.512,0.334,0.91,0.334,0.885
0.06,-0.268,0.06,-0.287,0.099,0.491,0.099,0.491,0.178,1.276,0.178,1.267,0.178,1.578,0.178,1.575,0.336,0.535,0.336,0.518,0.336,0.92,0.336,0.9
0.06,-0.281,0.06,-0.273,0.1,0.472,0.1,0.479,0.179,1.302,0.179,1.296,0.179,1.587,0.179,1.589,0.338,0.54,0.338,0.525,0.338,0.936,0.338,0.913
0.06,-0.247,0.06,-0.218,0.1,0.482,0.1,0.479,0.18,1.308,0.18,1.295,0.18,1.578,0.18,1.575,0.34,0.531,0.34,0.522,0.34,0.948,0.34,0.925
0.06,-0.116,0.06,-0.101,0.101,0.476,0.101,0.472,0.181,1.319,0.181,1.299,0.181,1.58,0.181,1.586,0.342,0.532,0.342,0.515,0.342,0.957,0.342,0.936
0.06,0.003,0.06,0.014,0.101,0.48,0.101,0.477,0.182,1.322,0.182,1.314,0.182,1.574,0.182,1.568,0.344,0.518,0.344,0.505,0.344,0.969,0.344,0.942
0.061,0.069,0.061,0.088,0.102,0.479,0.102,0.466,0.183,1.342,0.183,1.336,0.183,1.587,0.183,1.572,0.346,0.505,0.346,0.491,0.346,0.977,0.346,0.953
0.061,0.121,0.061,0.124,0.102,0.469,0.102,0.471,0.184,1.354,0.184,1.344,0.184,1.569,0.184,1.572,0.348,0.491,0.348,0.476,0.348,0.972,0.348,0.948
0.061,0.15,0.061,0.155,0.102,0.476,0.102,0.466,0.185,1.374,0.185,1.36,0.185,1.577,0.185,1.577,0.35,0.469,0.35,0.457,0.35,0.962,0.35,0.942
0.061,0.176,0.061,0.187,0.103,0.482,0.103,0.486,0.186,1.39,0.186,1.374,0.186,1.577,0.186,1.569,0.352,0.445,0.352,0.44,0.352,0.959,0.352,0.933
0.062,0.172,0.062,0.19,0.103,0.483,0.103,0.472,0.187,1.42,0.187,1.402,0.187,1.583,0.187,1.58,0.354,0.428,0.354,0.42,0.354,0.939,0.354,0.919
0.062,0.195,0.062,0.193,0.104,0.479,0.104,0.476,0.188,1.439,0.188,1.42,0.188,1.583,0.188,1.572,0.356,0.407,0.356,0.402,0.356,0.92,0.356,0.896
0.062,0.199,0.062,0.201,0.104,0.471,0.104,0.474,0.189,1.466,0.189,1.445,0.189,1.583,0.189,1.583,0.358,0.387,0.358,0.377,0.358,0.893,0.358,0.874
0.063,0.207,0.063,0.206,0.105,0.48,0.105,0.482,0.19,1.48,0.19,1.466,0.19,1.574,0.19,1.578,0.36,0.371,0.36,0.362,0.36,0.867,0.36,0.848
0.063,0.209,0.063,0.209,0.105,0.477,0.105,0.469,0.191,1.514,0.191,1.495,0.191,1.6,0.191,1.586,0.362,0.357,0.362,0.347,0.362,0.836,0.362,0.816
0.063,0.209,0.063,0.204,0.106,0.479,0.106,0.474,0.192,1.531,0.192,1.514,0.192,1.591,0.192,1.592,0.364,0.338,0.364,0.333,0.364,0.811,0.364,0.79
0.063,0.21,0.063,0.206,0.106,0.477,0.106,0.468,0.193,1.552,0.193,1.528,0.193,1.598,0.193,1.597,0.366,0.324,0.366,0.315,0.366,0.784,0.366,0.762
0.064,0.218,0.064,0.21,0.107,0.485,0.107,0.48,0.194,1.563,0.194,1.535,0.194,1.601,0.194,1.592,0.368,0.308,0.368,0.302,0.368,0.752,0.368,0.738
0.064,0.209,0.064,0.212,0.107,0.474,0.107,0.474,0.195,1.592,0.195,1.564,0.195,1.629,0.195,1.621,0.37,0.298,0.37,0.291,0.37,0.727,0.37,0.71
0.064,0.226,0.064,0.216,0.108,0.48,0.108,0.477,0.196,1.571,0.196,1.548,0.196,1.626,0.196,1.62,0.372,0.285,0.372,0.282,0.372,0.698,0.372,0.683
0.064,0.212,0.064,0.207,0.108,0.477,0.108,0.465,0.197,1.552,0.197,1.515,0.197,1.63,0.197,1.618,0.374,0.279,0.374,0.27,0.374,0.669,0.374,0.653
0.065,0.221,0.065,0.207,0.109,0.486,0.109,0.477,0.198,1.508,0.198,1.482,0.198,1.623,0.198,1.609,0.376,0.267,0.376,0.261,0.376,0.647,0.376,0.638
0.065,0.207,0.065,0.212,0.11,0.476,0.11,0.474,0.199,1.483,0.199,1.454,0.199,1.624,0.199,1.627,0.378,0.259,0.378,0.252,0.378,0.623,0.378,0.607
0.065,0.221,0.065,0.193,0.11,0.476,0.11,0.477,0.2,1.434,0.2,1.416,0.2,1.627,0.2,1.61,0.38,0.252,0.38,0.247,0.38,0.603,0.38,0.595
0.065,0.206,0.065,0.218,0.111,0.469,0.111,0.469,0.201,1.396,0.201,1.379,0.201,1.626,0.201,1.61,0.382,0.247,0.382,0.241,0.382,0.583,0.382,0.571
0.066,0.212,0.066,0.21,0.111,0.474,0.111,0.476,0.202,1.356,0.202,1.328,0.202,1.614,0.202,1.597,0.384,0.244,0.384,0.241,0.384,0.564,0.384,0.552
0.066,0.209,0.066,0.21,0.112,0.471,0.112,0.471,0.203,1.327,0.203,1.308,0.203,1.615,0.203,1.601,0.386,0.239,0.386,0.238,0.386,0.549,0.386,0.541
0.066,0.218,0.066,0.213,0.112,0.474,0.112,0.472,0.204,1.282,0.204,1.272,0.204,1.597,0.204,1.577,0.388,0.238,0.388,0.232,0.388,0.531,0.388,0.526
0.066,0.207,0.066,0.215,0.113,0.48,0.113,0.469,0.205,1.25,0.205,1.241,0.205,1.581,0.205,1.558,0.39,0.235,0.39,0.232,0.39,0.523,0.39,0.506
0.067,0.215,0.067,0.215,0.113,0.477,0.113,0.471,0.206,1.218,0.206,1.199,0.206,1.563,0.206,1.537,0.392,0.236,0.392,0.236,0.392,0.508,0.392,0.5
0.067,0.224,0.067,0.219,0.114,0.471,0.114,0.469,0.207,1.196,0.207,1.175,0.207,1.552,0.207,1.532,0.394,0.233,0.394,0.233,0.394,0.499,0.394,0.488
0.067,0.239,0.067,0.23,0.114,0.472,0.114,0.482,0.208,1.166,0.208,1.15,0.208,1.522,0.208,1.512,0.396,0.235,0.396,0.23,0.396,0.491,0.396,0.476
0.067,0.23,0.067,0.219,0.115,0.471,0.115,0.477,0.209,1.138,0.209,1.123,0.209,1.508,0.209,1.486,0.398,0.238,0.398,0.233,0.398,0.477,0.398,0.465
0.068,0.232,0.068,0.218,0.115,0.477,0.115,0.48,0.21,1.115,0.21,1.101,0.21,1.489,0.21,1.468,0.4,0.235,0.4,0.236,0.4,0.474,0.4,0.463
0.068,0.213,0.068,0.221,0.116,0.479,0.116,0.471,0.211,1.101,0.211,1.089,0.211,1.477,0.211,1.454,0.402,0.241,0.402,0.235,0.402,0.465,0.402,0.462
0.068,0.221,0.068,0.221,0.116,0.479,0.116,0.472,0.212,1.074,0.212,1.061,0.212,1.451,0.212,1.428,0.404,0.241,0.404,0.239,0.404,0.466,0.404,0.46
0.068,0.216,0.068,0.216,0.117,0.472,0.117,0.462,0.213,1.057,0.213,1.038,0.213,1.428,0.213,1.403,0.406,0.241,0.406,0.242,0.406,0.459,0.406,0.453
0.069,0.216,0.069,0.216,0.117,0.471,0.117,0.469,0.214,1.032,0.214,1.014,0.214,1.402,0.214,1.379,0.408,0.247,0.408,0.241,0.408,0.459,0.408,0.451
0.069,0.224,0.069,0.216,0.117,0.477,0.117,0.463,0.215,1.023,0.215,0.999,0.215,1.394,0.215,1.367,0.41,0.252,0.41,0.245,0.41,0.463,0.41,0.456
0.069,0.233,0.069,0.235,0.118,0.479,0.118,0.485,0.216,0.999,0.216,0.979,0.216,1.36,0.216,1.339,0.412,0.252,0.412,0.249,0.412,0.465,0.412,0.459
0.069,0.219,0.069,0.215,0.118,0.465,0.118,0.469,0.217,0.985,0.217,0.959,0.217,1.337,0.217,1.318,0.414,0.252,0.414,0.253,0.414,0.46,0.414,0.457
0.07,0.219,0.07,0.227,0.119,0.477,0.119,0.485,0.218,0.957,0.218,0.946,0.218,1.316,0.218,1.298,0.416,0.258,0.416,0.258,0.416,0.469,0.416,0.46
0.07,0.222,0.07,0.219,0.119,0.468,0.119,0.471,0.219,0.956,0.219,0.943,0.219,1.308,0.219,1.288,0.418,0.256,0.418,0.261,0.418,0.479,0.418,0.466
0.07,0.218,0.07,0.224,0.12,0.463,0.12,0.469,0.22,0.936,0.22,0.92,0.22,1.276,0.22,1.267,0.42,0.261,0.42,0.258,0.42,0.479,0.42,0.465
0.07,0.224,0.07,0.218,0.12,0.469,0.12,0.471,0.221,0.916,0.221,0.907,0.221,1.261,0.221,1.239,0.422,0.267,0.422,0.264,0.422,0.48,0.422,0.471
0.07,0.221,0.07,0.221,0.121,0.476,0.121,0.469,0.222,0.905,0.222,0.891,0.222,1.239,0.222,1.222,0.424,0.268,0.424,0.262,0.424,0.489,0.424,0.476
0.071,0.21,0.071,0.218,0.121,0.471,0.121,0.463,0.223,0.891,0.223,0.891,0.223,1.224,0.223,1.204,0.426,0.276,0.426,0.273,0.426,0.489,0.426,0.48
0.071,0.23,0.071,0.222,0.122,0.472,0.122,0.465,0.224,0.88,0.224,0.864,0.224,1.204,0.224,1.189,0.428,0.279,0.428,0.278,0.428,0.494,0.428,0.486
0.071,0.215,0.071,0.222,0.122,0.468,0.122,0.465,0.225,0.87,0.225,0.851,0.225,1.192,0.225,1.169,0.43,0.282,0.43,0.284,0.43,0.499,0.43,0.494
0.071,0.229,0.071,0.218,0.123,0.483,0.123,0.466,0.226,0.854,0.226,0.839,0.226,1.169,0.226,1.15,0.432,0.288,0.432,0.282,0.432,0.511,0.432,0.508
0.072,0.232,0.072,0.221,0.123,0.474,0.123,0.472,0.227,0.85,0.227,0.834,0.227,1.166,0.227,1.143,0.434,0.293,0.434,0.293,0.434,0.522,0.434,0.512
0.072,0.23,0.072,0.229,0.124,0.472,0.124,0.466,0.228,0.831,0.228,0.813,0.228,1.141,0.228,1.123,0.436,0.299,0.436,0.301,0.436,0.523,0.436,0.525
0.072,0.224,0.072,0.221,0.125,0.472,0.125,0.462,0.229,0.818,0.229,0.807,0.229,1.114,0.229,1.1,0.438,0.31,0.438,0.305,0.438,0.54,0.438,0.528
0.072,0.224,0.072,0.23,0.125,0.471,0.125,0.468,0.23,0.802,0.23,0.787,0.23,1.1,0.23,1.084,0.44,0.31,0.44,0.31,0.44,0.552,0.44,0.546
0.073,0.216,0.073,0.215,0.126,0.471,0.126,0.463,0.231,0.793,0.231,0.785,0.231,1.081,0.231,1.072,0.442,0.328,0.442,0.318,0.442,0.564,0.442,0.551
0.073,0.23,0.073,0.216,0.126,0.476,0.126,0.466,0.232,0.779,0.232,0.768,0.232,1.074,0.232,1.051,0.444,0.333,0.444,0.33,0.444,0.575,0.444,0.568
0.073,0.227,0.073,0.207,0.127,0.468,0.127,0.474,0.233,0.772,0.233,0.75,0.233,1.055,0.233,1.029,0.446,0.341,0.446,0.342,0.446,0.591,0.446,0.577
0.073,0.226,0.073,0.222,0.127,0.474,0.127,0.471,0.234,0.756,0.234,0.741,0.234,1.035,0.234,1.012,0.448,0.35,0.448,0.348,0.448,0.597,0.448,0.595
0.074,0.227,0.074,0.212,0.128,0.471,0.128,0.462,0.235,0.752,0.235,0.735,0.235,1.025,0.235,1.003,0.45,0.357,0.45,0.356,0.45,0.626,0.45,0.617
0.074,0.224,0.074,0.226,0.128,0.471,0.128,0.472,0.236,0.735,0.236,0.716,0.236,0.999,0.236,0.985,0.452,0.364,0.452,0.364,0.452,0.638,0.452,0.63
0.074,0.224,0.074,0.221,0.129,0.465,0.129,0.46,0.237,0.727,0.237,0.712,0.237,0.986,0.237,0.969,0.454,0.374,0.454,0.368,0.454,0.658,0.454,0.65
0.074,0.229,0.074,0.224,0.129,0.465,0.129,0.474,0.238,0.707,0.238,0.699,0.238,0.962,0.238,0.959,0.456,0.379,0.456,0.376,0.456,0.68,0.456,0.67
0.075,0.224,0.075,0.241,0.13,0.466,0.13,0.465,0.239,0.699,0.239,0.69,0.239,0.951,0.239,0.934,0.458,0.38,0.458,0.379,0.458,0.695,0.458,0.687
0.075,0.236,0.075,0.23,0.13,0.465,0.13,0.462,0.24,0.687,0.24,0.675,0.24,0.934,0.24,0.917,0.46,0.387,0.46,0.379,0.46,0.713,0.46,0.701
0.075,0.229,0.075,0.219,0.131,0.465,0.131,0.466,0.241,0.675,0.241,0.663,0.241,0.917,0.241,0.905,0.462,0.388,0.462,0.384,0.462,0.736,0.462,0.722
0.075,0.232,0.075,0.215,0.131,0.485,0.131,0.48,0.242,0.664,0.242,0.653,0.242,0.899,0.242,0.885,0.464,0.385,0.464,0.384,0.464,0.75,0.464,0.741
0.076,0.218,0.076,0.221,0.132,0.469,0.132,0.465,0.243,0.655,0.243,0.646,0.243,0.894,0.243,0.88,0.466,0.387,0.466,0.382,0.466,0.77,0.466,0.759
0.076,0.23,0.076,0.23,0.132,0.466,0.132,0.469,0.244,0.638,0.244,0.629,0.244,0.87,0.244,0.857,0.468,0.379,0.468,0.373,0.468,0.779,0.468,0.764
0.076,0.221,0.076,0.221,0.133,0.463,0.133,0.456,0.245,0.626,0.245,0.617,0.245,0.859,0.245,0.837,0.47,0.379,0.47,0.367,0.47,0.79,0.47,0.776
0.076,0.224,0.076,0.221,0.133,0.468,0.133,0.468,0.246,0.62,0.246,0.606,0.246,0.834,0.246,0.824,0.472,0.37,0.472,0.362,0.472,0.788,0.472,0.781
0.077,0.221,0.077,0.222,0.134,0.468,0.134,0.465,0.247,0.604,0.247,0.595,0.247,0.821,0.247,0.808,0.474,0.364,0.474,0.356,0.474,0.795,0.474,0.782
0.077,0.235,0.077,0.229,0.134,0.466,0.134,0.468,0.248,0.591,0.248,0.58,0.248,0.81,0.248,0.796,0.476,0.357,0.476,0.351,0.476,0.79,0.476,0.781
0.077,0.232,0.077,0.218,0.135,0.462,0.135,0.456,0.249,0.58,0.249,0.566,0.249,0.787,0.249,0.779,0.478,0.348,0.478,0.35,0.478,0.785,0.478,0.773
0.077,0.229,0.077,0.212,0.135,0.474,0.135,0.469,0.25,0.572,0.25,0.554,0.25,0.77,0.25,0.765,0.48,0.345,0.48,0.338,0.48,0.773,0.48,0.767
0.078,0.224,0.078,0.219,0.136,0.466,0.136,0.456,0.251,0.561,0.251,0.551,0.251,0.759,0.251,0.752,0.482,0.341,0.482,0.336,0.482,0.768,0.482,0.755
0.078,0.235,0.078,0.236,0.136,0.466,0.136,0.463,0.252,0.545,0.252,0.534,0.252,0.747,0.252,0.738,0.484,0.33,0.484,0.333,0.484,0.75,0.484,0.741
0.078,0.221,0.078,0.232,0.137,0.46,0.137,0.454,0.253,0.537,0.253,0.523,0.253,0.726,0.253,0.719,0.486,0.324,0.486,0.319,0.486,0.741,0.486,0.727
0.079,0.226,0.079,0.227,0.137,0.472,0.137,0.459,0.254,0.522,0.254,0.511,0.254,0.721,0.254,0.704,0.488,0.321,0.488,0.318,0.488,0.721,0.488,0.715
0.079,0.226,0.079,0.216,0.138,0.469,0.138,0.457,0.255,0.522,0.255,0.503,0.255,0.701,0.255,0.693,0.49,0.319,0.49,0.31,0.49,0.709,0.49,0.701
0.079,0.252,0.079,0.242,0.138,0.462,0.138,0.466,0.256,0.506,0.256,0.492,0.256,0.684,0.256,0.676,0.492,0.31,0.492,0.313,0.492,0.693,0.492,0.681
0.079,0.221,0.079,0.221,0.139,0.459,0.139,0.454,0.257,0.491,0.257,0.48,0.257,0.686,0.257,0.661,0.494,0.313,0.494,0.315,0.494,0.678,0.494,0.669
0.08,0.224,0.08,0.229,0.139,0.472,0.139,0.471,0.258,0.486,0.258,0.472,0.258,0.657,0.258,0.652,0.496,0.311,0.496,0.308,0.496,0.663,0.496,0.657
0.08,0.224,0.08,0.227,0.14,0.463,0.14,0.454,0.259,0.485,0.259,0.471,0.259,0.655,0.259,0.65,0.498,0.302,0.498,0.305,0.498,0.655,0.498,0.647
0.08,0.229,0.08,0.224,0.14,0.454,0.14,0.456,0.26,0.469,0.26,0.459,0.26,0.644,0.26,0.629,0.5,0.213,0.5,0.212,0.5,0.551,0.5,0.541
0.08,0.224,0.08,0.233,0.141,0.462,0.141,0.453,0.261,0.454,0.261,0.449,0.261,0.626,0.261,0.614,0.498,0.118,0.498,0.118,0.498,0.416,0.498,0.411
0.081,0.239,0.081,0.236,0.141,0.465,0.141,0.465,0.262,0.449,0.262,0.439,0.262,0.612,0.262,0.607,0.496,0.048,0.496,0.045,0.496,0.298,0.496,0.291
0.081,0.219,0.081,0.216,0.141,0.457,0.141,0.46,0.263,0.443,0.263,0.433,0.263,0.606,0.263,0.589,0.494,-0.003,0.494,0,0.494,0.195,0.494,0.189
0.081,0.235,0.081,0.229,0.142,0.456,0.142,0.457,0.264,0.431,0.264,0.416,0.264,0.6,0.264,0.584,0.492,-0.041,0.492,-0.041,0.492,0.109,0.492,0.103
0.081,0.229,0.081,0.219,0.142,0.451,0.142,0.453,0.265,0.425,0.265,0.422,0.265,0.575,0.265,0.574,0.49,-0.072,0.49,-0.069,0.49,0.037,0.49,0.034
0.082,0.232,0.082,0.224,0.143,0.465,0.143,0.459,0.266,0.417,0.266,0.407,0.266,0.561,0.266,0.563,0.488,-0.087,0.488,-0.092,0.488,-0.031,0.488,-0.024
0.082,0.239,0.082,0.221,0.143,0.466,0.143,0.459,0.267,0.416,0.267,0.4,0.267,0.566,0.267,0.548,0.486,-0.104,0.486,-0.103,0.486,-0.074,0.486,-0.077
0.082,0.236,0.082,0.23,0.144,0.457,0.144,0.454,0.268,0.4,0.268,0.402,0.268,0.546,0.268,0.54,0.484,-0.12,0.484,-0.113,0.484,-0.121,0.484,-0.116
0.082,0.226,0.082,0.224,0.144,0.463,0.144,0.449,0.269,0.396,0.269,0.388,0.269,0.535,0.269,0.532,0.482,-0.121,0.482,-0.124,0.482,-0.147,0.482,-0.152
0.083,0.238,0.083,0.229,0.145,0.465,0.145,0.457,0.27,0.39,0.27,0.38,0.27,0.526,0.27,0.518,0.48,-0.132,0.48,-0.139,0.48,-0.182,0.48,-0.179
0.083,0.224,0.083,0.221,0.145,0.454,0.145,0.451,0.271,0.385,0.271,0.362,0.271,0.52,0.271,0.509,0.478,-0.136,0.478,-0.139,0.478,-0.202,0.478,-0.205
0.083,0.25,0.083,0.235,0.146,0.465,0.146,0.457,0.272,0.377,0.272,0.37,0.272,0.512,0.272,0.497,0.476,-0.146,0.476,-0.149,0.476,-0.235,0.476,-0.235
0.083,0.239,0.083,0.221,0.146,0.454,0.146,0.456,0.273,0.373,0.273,0.359,0.273,0.502,0.273,0.491,0.474,-0.149,0.474,-0.158,0.474,-0.25,0.474,-0.25
0.084,0.235,0.084,0.235,0.147,0.472,0.147,0.465,0.274,0.368,0.274,0.356,0.274,0.488,0.274,0.485,0.472,-0.161,0.472,-0.159,0.472,-0.271,0.472,-0.267
0.084,0.23,0.084,0.222,0.147,0.454,0.147,0.448,0.275,0.364,0.275,0.353,0.275,0.483,0.275,0.479,0.47,-0.161,0.47,-0.158,0.47,-0.284,0.47,-0.279
0.084,0.236,0.084,0.224,0.148,0.46,0.148,0.451,0.276,0.356,0.276,0.342,0.276,0.474,0.276,0.469,0.468,-0.169,0.468,-0.172,0.468,-0.302,0.468,-0.302
0.084,0.233,0.084,0.229,0.148,0.459,0.148,0.453,0.277,0.35,0.277,0.341,0.277,0.468,0.277,0.46,0.466,-0.173,0.466,-0.173,0.466,-0.314,0.466,-0.311
0.085,0.229,0.085,0.227,0.149,0.457,0.149,0.459,0.278,0.345,0.278,0.331,0.278,0.459,0.278,0.457,0.464,-0.179,0.464,-0.181,0.464,-0.324,0.464,-0.325
0.085,0.236,0.085,0.221,0.149,0.449,0.149,0.456,0.279,0.342,0.279,0.333,0.279,0.454,0.279,0.449,0.462,-0.184,0.462,-0.187,0.462,-0.333,0.462,-0.334
0.085,0.23,0.085,0.226,0.15,0.462,0.15,0.451,0.28,0.333,0.28,0.328,0.28,0.443,0.28,0.439,0.46,-0.193,0.46,-0.189,0.46,-0.35,0.46,-0.35
0.085,0.236,0.085,0.232,0.15,0.451,0.15,0.449,0.281,0.328,0.281,0.321,0.281,0.44,0.281,0.425,0.458,-0.195,0.458,-0.195,0.458,-0.357,0.458,-0.36
0.086,0.236,0.086,0.232,0.151,0.462,0.151,0.457,0.282,0.325,0.282,0.315,0.282,0.425,0.282,0.423,0.456,-0.198,0.456,-0.198,0.456,-0.374,0.456,-0.373
0.086,0.224,0.086,0.222,0.151,0.454,0.151,0.446,0.283,0.321,0.283,0.321,0.283,0.422,0.283,0.417,0.454,-0.208,0.454,-0.207,0.454,-0.38,0.454,-0.374
0.086,0.241,0.086,0.229,0.152,0.454,0.152,0.451,0.284,0.313,0.284,0.307,0.284,0.419,0.284,0.41,0.452,-0.21,0.452,-0.21,0.452,-0.396,0.452,-0.394
0.086,0.236,0.086,0.219,0.152,0.446,0.152,0.451,0.285,0.313,0.285,0.307,0.285,0.413,0.285,0.405,0.45,-0.216,0.45,-0.21,0.45,-0.396,0.45,-0.396
0.086,0.235,0.086,0.227,0.153,0.454,0.153,0.454,0.286,0.311,0.286,0.304,0.286,0.407,0.286,0.402,0.448,-0.219,0.448,-0.219,0.448,-0.409,0.448,-0.412
0.087,0.23,0.087,0.221,0.153,0.446,0.153,0.451,0.287,0.31,0.287,0.302,0.287,0.402,0.287,0.397,0.446,-0.222,0.446,-0.222,0.446,-0.416,0.446,-0.412
0.087,0.245,0.087,0.232,0.154,0.451,0.154,0.454,0.288,0.305,0.288,0.298,0.288,0.394,0.288,0.391,0.444,-0.228,0.444,-0.228,0.444,-0.426,0.444,-0.426
0.087,0.227,0.087,0.226,0.154,0.453,0.154,0.451,0.289,0.302,0.289,0.295,0.289,0.388,0.289,0.388,0.442,-0.228,0.442,-0.227,0.442,-0.429,0.442,-0.432
0.087,0.229,0.087,0.238,0.155,0.463,0.155,0.456,0.29,0.308,0.29,0.291,0.29,0.388,0.29,0.38,0.44,-0.231,0.44,-0.233,0.44,-0.448,0.44,-0.443
0.088,0.23,0.088,0.224,0.155,0.457,0.155,0.454,0.291,0.298,0.291,0.287,0.291,0.385,0.291,0.379,0.438,-0.23,0.438,-0.228,0.438,-0.451,0.438,-0.451
0.088,0.236,0.088,0.23,0.156,0.454,0.156,0.454,0.292,0.291,0.292,0.287,0.292,0.377,0.292,0.377,0.436,-0.231,0.436,-0.233,0.436,-0.46,0.436,-0.46
0.088,0.219,0.088,0.232,0.157,0.453,0.157,0.449,0.293,0.299,0.293,0.284,0.293,0.374,0.293,0.37,0.434,-0.23,0.434,-0.233,0.434,-0.463,0.434,-0.457
0.088,0.23,0.088,0.235,0.157,0.456,0.157,0.456,0.294,0.291,0.294,0.282,0.294,0.37,0.294,0.368,0.432,-0.228,0.432,-0.228,0.432,-0.465,0.432,-0.471
0.089,0.236,0.089,0.215,0.158,0.459,0.158,0.459,0.295,0.288,0.295,0.285,0.295,0.362,0.295,0.361,0.43,-0.225,0.43,-0.221,0.43,-0.466,0.43,-0.469
